rank,university,city,field,branch,acceptance_rate,funding
3,De La Salle University,Manila,Biology,Evolutionary,35,Private
4,University of Santo Tomas,Manila,Biology,Evolutionary,90,Private
5,University of the Philippines Manila,Manila,Biology,Evolutionary,51,"Public-private
partnership"
6,University of San Carlos,Cebu,Biology,Evolutionary,61,Private
1,University of the Philippines Los Banos,Los Banos,Biology,Forestry,15,"Public-private
partnership"
2,Visayas State University,Baybay,Biology,Forestry,82,"Public-private
partnership"
3,University of the Philippines Diliman,Quezon,Biology,Forestry,12,"Public-private
partnership"
4,De La Salle University,Manila,Biology,Forestry,35,Private
5,Central Luzon State University,Science City of Munoz,Biology,Forestry,67,"Public-private
partnership"
6,Central Mindanao University,Maramag,Biology,Forestry,74,"Public-private
partnership"
7,Benguet State University,La Trinidad,Biology,Forestry,100,"Public-private
partnership"
8,University of Santo Tomas,Manila,Biology,Forestry,90,Private
9,University of Southern Mindanao,Kabacan,Biology,Forestry,50,"Public-private
partnership"
10,Caraga State University,Butuan,Biology,Forestry,84,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Biology,Genetics,51,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Biology,Genetics,12,"Public-private
partnership"
3,University of the Philippines Los Banos,Los Banos,Biology,Genetics,15,"Public-private
partnership"
4,University of Santo Tomas,Manila,Biology,Genetics,90,Private
5,De La Salle University,Manila,Biology,Genetics,35,Private
6,Central Luzon State University,Science City of Munoz,Biology,Genetics,67,"Public-private
partnership"
7,Mapua University,Manila,Biology,Genetics,78,Private
8,Ateneo de Manila University,Quezon,Biology,Genetics,42,Private
9,University of San Carlos,Cebu,Biology,Genetics,61,Private
10,Angeles University Foundation,Angeles,Biology,Genetics,80,Private
11,University of the Philippines in the Visayas,Iloilo,Biology,Genetics,12,"Public-private
partnership"
12,Visayas State University,Baybay,Biology,Genetics,82,"Public-private
partnership"
13,University of Asia and the Pacific,Pasig,Biology,Genetics,74,Private
14,Mindanao State University - Iligan Institute of Technology,Iligan,Biology,Genetics,40,"Public-private
partnership"
15,University of the Philippines Baguio,Baguio,Biology,Genetics,45,"Public-private
partnership"
16,University of the East - Philippines,Manila,Biology,Genetics,70,Private
17,Central Mindanao University,Maramag,Biology,Genetics,74,"Public-private
partnership"
18,Mindanao State University,Marawi,Biology,Genetics,53,"Public-private
partnership"
19,Silliman University,Dumaguete City,Biology,Genetics,64,Private
20,University of Southern Mindanao,Kabacan,Biology,Genetics,50,"Public-private
partnership"
21,Adamson University,Manila,Biology,Genetics,61,Private
22,University of the Philippines Mindanao,Davao,Biology,Genetics,70,"Public-private
partnership"
23,Polytechnic University of the Philippines,Manila,Biology,Genetics,40,"Public-private
partnership"
24,Technological Institute of the Philippines,Manila,Biology,Genetics,66,Private
25,University of Perpetual Help System DALTA,Las Pinas,Biology,Genetics,56,Private
26,Caraga State University,Butuan,Biology,Genetics,84,"Public-private
partnership"
27,Isabela State University,Echague,Biology,Genetics,88,"Public-private
partnership"
28,West Visayas State University,Iloilo,Biology,Genetics,67,"Public-private
partnership"
29,Lyceum of the Philippines University,Manila,Biology,Genetics,82,Private
30,Liceo de Cagayan University,Cagayan de Oro,Biology,Genetics,86,Private
1,University of the Philippines Los Banos,Los Banos,Biology,Horticulture,15,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Biology,Horticulture,12,"Public-private
partnership"
3,Central Luzon State University,Science City of Munoz,Biology,Horticulture,67,"Public-private
partnership"
4,De La Salle University,Manila,Biology,Horticulture,35,Private
5,Visayas State University,Baybay,Biology,Horticulture,82,"Public-private
partnership"
6,Mapua University,Manila,Biology,Horticulture,78,Private
7,University of the Philippines Manila,Manila,Biology,Horticulture,51,"Public-private
partnership"
8,University of Santo Tomas,Manila,Biology,Horticulture,90,Private
9,University of Southern Mindanao,Kabacan,Biology,Horticulture,50,"Public-private
partnership"
10,Benguet State University,La Trinidad,Biology,Horticulture,100,"Public-private
partnership"
11,University of San Carlos,Cebu,Biology,Horticulture,61,Private
12,Central Mindanao University,Maramag,Biology,Horticulture,74,"Public-private
partnership"
13,Ateneo de Manila University,Quezon,Biology,Horticulture,42,Private
14,University of the Philippines Mindanao,Davao,Biology,Horticulture,70,"Public-private
partnership"
15,University of the Philippines in the Visayas,Iloilo,Biology,Horticulture,12,"Public-private
partnership"
16,Mindanao State University,Marawi,Biology,Horticulture,53,"Public-private
partnership"
17,Mindanao State University - Iligan Institute of Technology,Iligan,Biology,Horticulture,40,"Public-private
partnership"
18,Caraga State University,Butuan,Biology,Horticulture,84,"Public-private
partnership"
19,Isabela State University,Echague,Biology,Horticulture,88,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Biology,Immunology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Biology,Immunology,90,Private
3,University of the Philippines Los Banos,Los Banos,Biology,Immunology,15,"Public-private
partnership"
4,University of the Philippines Diliman,Quezon,Biology,Immunology,12,"Public-private
partnership"
5,De La Salle University,Manila,Biology,Immunology,35,Private
6,Angeles University Foundation,Angeles,Biology,Immunology,80,Private
7,Ateneo de Manila University,Quezon,Biology,Immunology,42,Private
8,Central Luzon State University,Science City of Munoz,Biology,Immunology,67,"Public-private
partnership"
9,Mapua University,Manila,Biology,Immunology,78,Private
10,University of San Carlos,Cebu,Biology,Immunology,61,Private
11,University of Asia and the Pacific,Pasig,Biology,Immunology,74,Private
12,Visayas State University,Baybay,Biology,Immunology,82,"Public-private
partnership"
13,University of Southern Mindanao,Kabacan,Biology,Immunology,50,"Public-private
partnership"
14,Mindanao State University - Iligan Institute of Technology,Iligan,Biology,Immunology,40,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Biology,Microbiology,12,"Public-private
partnership"
2,University of the Philippines Manila,Manila,Biology,Microbiology,51,"Public-private
partnership"
3,University of the Philippines Los Banos,Los Banos,Biology,Microbiology,15,"Public-private
partnership"
4,University of Santo Tomas,Manila,Biology,Microbiology,90,Private
5,De La Salle University,Manila,Biology,Microbiology,35,Private
6,Central Luzon State University,Science City of Munoz,Biology,Microbiology,67,"Public-private
partnership"
7,Visayas State University,Baybay,Biology,Microbiology,82,"Public-private
partnership"
8,University of the Philippines in the Visayas,Iloilo,Biology,Microbiology,12,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Biology,Molecular,12,"Public-private
partnership"
2,University of the Philippines Manila,Manila,Biology,Molecular,51,"Public-private
partnership"
3,University of the Philippines Los Banos,Los Banos,Biology,Molecular,15,"Public-private
partnership"
1,University of the Philippines Diliman,Quezon,Biology,Nanotechnology,12,"Public-private
partnership"
2,De La Salle University,Manila,Biology,Nanotechnology,35,Private
3,Mapua University,Manila,Biology,Nanotechnology,78,Private
4,University of the Philippines Los Banos,Los Banos,Biology,Nanotechnology,15,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Biology,Nanotechnology,42,Private
6,University of Santo Tomas,Manila,Biology,Nanotechnology,90,Private
7,Mindanao State University - Iligan Institute of Technology,Iligan,Biology,Nanotechnology,40,"Public-private
partnership"
8,University of the Philippines Manila,Manila,Biology,Nanotechnology,51,"Public-private
partnership"
9,Caraga State University,Butuan,Biology,Nanotechnology,84,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Biology,Neuroscience,51,"Public-private
partnership"
2,De La Salle University,Manila,Biology,Neuroscience,35,Private
3,University of the Philippines Diliman,Quezon,Biology,Neuroscience,12,"Public-private
partnership"
4,University of Santo Tomas,Manila,Biology,Neuroscience,90,Private
5,Ateneo de Manila University,Quezon,Biology,Neuroscience,42,Private
6,Angeles University Foundation,Angeles,Biology,Neuroscience,80,Private
7,University of the Philippines Los Banos,Los Banos,Biology,Neuroscience,15,"Public-private
partnership"
8,Mapua University,Manila,Biology,Neuroscience,78,Private
9,University of Mindanao,Davao,Biology,Neuroscience,92,Private
10,University of San Carlos,Cebu,Biology,Neuroscience,61,Private
11,Visayas State University,Baybay,Biology,Neuroscience,82,"Public-private
partnership"
12,Laguna State Polytechnic University,Sta. Cruz,Biology,Neuroscience,23,"Public-private
partnership"
13,Mindanao State University - Iligan Institute of Technology,Iligan,Biology,Neuroscience,40,"Public-private
partnership"
14,Philippine Normal University,Manila,Biology,Neuroscience,50,"Public-private
partnership"
15,University of Asia and the Pacific,Pasig,Biology,Neuroscience,74,Private
16,Mindanao State University,Marawi,Biology,Neuroscience,53,"Public-private
partnership"
17,Lyceum of the Philippines University,Manila,Biology,Neuroscience,82,Private
18,Polytechnic University of the Philippines,Manila,Biology,Neuroscience,40,"Public-private
partnership"
19,Batangas State University,Batangas,Biology,Neuroscience,85,"Public-private
partnership"
20,Liceo de Cagayan University,Cagayan de Oro,Biology,Neuroscience,86,Private
1,University of the Philippines Los Banos,Los Banos,Biology,Nutrition and Food Science,15,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Biology,Nutrition and Food Science,12,"Public-private
partnership"
3,De La Salle University,Manila,Biology,Nutrition and Food Science,35,Private
4,Central Luzon State University,Science City of Munoz,Biology,Nutrition and Food Science,67,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Biology,Nutrition and Food Science,42,Private
6,Mapua University,Manila,Biology,Nutrition and Food Science,78,Private
7,University of the Philippines Manila,Manila,Biology,Nutrition and Food Science,51,"Public-private
partnership"
8,University of Santo Tomas,Manila,Biology,Nutrition and Food Science,90,Private
9,Visayas State University,Baybay,Biology,Nutrition and Food Science,82,"Public-private
partnership"
10,University of the Philippines in the Visayas,Iloilo,Biology,Nutrition and Food Science,12,"Public-private
partnership"
11,University of San Carlos,Cebu,Biology,Nutrition and Food Science,61,Private
12,Mindanao State University,Marawi,Biology,Nutrition and Food Science,53,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Biology,Oncology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Biology,Oncology,90,Private
3,University of the Philippines Diliman,Quezon,Biology,Oncology,12,"Public-private
partnership"
4,University of Asia and the Pacific,Pasig,Biology,Oncology,74,Private
5,De La Salle University,Manila,Biology,Oncology,35,Private
1,University of the Philippines Diliman,Quezon,Biology,Paleontology,12,"Public-private
partnership"
2,University of the Philippines Los Banos,Los Banos,Biology,Paleontology,15,"Public-private
partnership"
3,University of the Philippines Manila,Manila,Biology,Paleontology,51,"Public-private
partnership"
4,De La Salle University,Manila,Biology,Paleontology,35,Private
5,University of Santo Tomas,Manila,Biology,Paleontology,90,Private
6,Ateneo de Manila University,Quezon,Biology,Paleontology,42,Private
7,Central Luzon State University,Science City of Munoz,Biology,Paleontology,67,"Public-private
partnership"
